,Protein,theta,sigma2,alpha,beta,pvalue,Expression_divergence
22935,XP_036834413.1,6.490699104,0.02055441,1.44342978,99,0.520013173,0.283985655
22936,XP_036834425.1,5.815908373,0.002222226,0.824648577,99,0.346284441,0.460567021
22937,XP_036834427.1,6.916338488,0.136610959,0.732531971,5.882763774,0.344428597,0.462900797
22938,XP_036834434.1,5.934610187,0.015747293,1.545855582,80.5128254,0.70210177,0.153599932
22939,XP_036834436.1,6.834367373,0.004897547,1.341321597,57.25940449,0.750384238,0.124716297
22940,XP_036834441.1,5.710563169,0.014478601,0.817329404,10.42319531,0.659640906,0.18069242
22941,XP_036834442.1,7.78912278,0.024078394,0.735254556,6.702948529,0.401203885,0.39663487
22942,XP_036834448.1,7.575700379,0.016270756,1.194025538,37.94157356,0.839731047,0.07585979
22943,XP_036834449.1,8.086808562,0.0048105,1.480276481,99,0.538265625,0.269003354
22944,XP_036834454.1,8.350694364,0.056206569,0.667968909,2.460495628,0.045231788,1.344556244
22945,XP_036834458.1,6.252174193,0.003829206,1.391654397,56.20883182,0.762607537,0.117698907
22946,XP_036834459.1,6.506005636,0.003389563,0.834048334,99,0.353981776,0.451019096
22947,XP_036834466.1,6.757758977,0.028732493,0.890527594,16.7259334,0.886795082,0.052176724
22948,XP_036834480.1,7.730504871,0.008035531,1.372327695,99,0.463873783,0.333600172
22949,XP_036834483.1,6.44120072,0.001252456,0.415430253,99,0.307357002,0.512356889
22950,XP_036834487.1,5.993107612,0.003154535,1.283397536,99,0.452406125,0.344471524
22951,XP_036834493.1,8.381129709,0.015959543,1.248712199,41.95895933,0.81853823,0.086961032
22952,XP_036834494.1,7.741099029,0.001321511,0.705215084,99,0.334096885,0.476127574
22953,XP_036834499.1,5.816375463,0.02996724,0.6879761,3.793717367,0.144395438,0.840446528
22954,XP_036834507.1,6.722084672,0.030688047,0.955765232,19.99652776,0.963537585,0.01613134
22955,XP_036834517.1,9.015680996,0.00793717,0.958057994,21.94593371,0.99854025,0.000634425
